,LIBID,1992 LOCGVT,STABR,LIBNAME,1993 LOCGVT,1994 LOCGVT,1995 LOCGVT,1996 LOCGVT,1997 LOCGVT,1998 LOCGVT,1999 LOCGVT,2000 LOCGVT,2001 LOCGVT,2002 LOCGVT,2003 LOCGVT,2004 LOCGVT,2005 LOCGVT,2006 LOCGVT,2007 LOCGVT,2008 LOCGVT,2009 LOCGVT,2010 LOCGVT,2011 LOCGVT,2012 LOCGVT,2013 LOCGVT,2014 LOCGVT,2015 LOCGVT,2016 LOCGVT
265,5600221270,9213,NY,LYME FREE LIBRARY,14160,9582,10242,11910,12901,12901,14969,19469,21469,25423,26423,27121,30423,35140,40625,40726,45646,47846,49746,51874,52671,55448,61819,67898
266,5600221400,46763,NY,HAWN MEMORIAL LIBRARY,44274,44049,47852,46444,46630,46630,46699,46779,61779,61894,62455,62691,62693,78096,78168,79642,82106,82122,82328,78896,90563,88960,90987,95972
267,5600221740,915,NY,DEPAUVILLE FREE LIBRARY,942,888,3769,3801,4415,4415,6297,6297,18377,18388,17733,17633,28571,29154,29983,31996,31945,31945,31970,31948,9428,38537,50556,55541
268,5600221770,10445,NY,DEXTER FREE LIBRARY,10676,10823,11454,11676,13164,13164,13454,18454,18454,18590,18591,18240,25591,25679,25824,25941,33742,33742,33858,33858,36168,36168,36168,51168
269,5600221910,1894,NY,EAST HOUNSFIELD FREE LIBRARY,1875,1847,1814,1875,2372,2372,2897,2897,2897,2964,2964,3364,4964,4959,9287,8114,7814,7564,7598,8597,8515,8515,8515,16515
270,5600222110,4184,NY,ELLISBURG FREE LIBRARY,3599,5147,4288,4399,4593,4593,5039,7139,7389,7662,7762,7685,8012,8176,8764,12089,12289,12490,11248,14099,14132,17032,17221,15595
271,5600222170,9703,NY,EVANS MILLS PUBLIC LIBRARY,10124,10007,10797,12117,13087,13087,14294,14294,19294,20178,20178,19281,25178,24821,25777,26063,26066,26067,26375,31359,38873,36870,36880,36882
272,5600222850,15336,NY,HENDERSON FREE LIBRARY,17843,15738,15671,17797,21790,21790,24841,25841,27341,28998,30498,30291,29498,33468,33635,36704,38154,43204,48024,48723,58741,58741,66541,66492
273,5600223450,12001,NY,ORLEANS PUBLIC LIBRARY,14133,15566,13949,15433,16121,16121,17810,18710,20760,21199,23394,24042,26665,28636,30828,47317,53883,45649,51095,52846,53209,53381,54148,55264
274,5600223880,6114,NY,MANNSVILLE FREE LIBRARY,4399,6277,5253,5364,5693,5693,6139,6239,6489,5662,8962,7785,8112,8277,16364,16489,16690,21890,22048,22099,21932,31885,32028,32112
275,5600225080,14592,NY,BODMAN MEMORIAL LIBRARY,14826,14928,15015,15226,15215,15215,15301,15301,21601,22104,22105,21783,27105,27305,27342,27413,27416,27417,27532,32517,31842,36833,36851,41847
276,5600225640,3341,NY,RODMAN PUBLIC LIBRARY,2265,2218,2164,2265,2384,2384,2425,2425,2425,1664,4564,3442,3614,9484,17736,18036,18036,18036,18093,14598,14427,19427,19427,19427
277,5600226420,18438,NY,THERESA FREE LIBRARY,13904,17652,23568,18190,19369,19369,9489,28104,17924,22822,21918,23827,39811,31805,26462,37192,32351,31772,22668,40184,38601,31543,44437,44885
278,5600226430,4324,NY,THOUSAND ISLAND PARK LIBRARY,4277,4207,4125,4277,4369,4369,4631,4631,4631,4858,4883,4614,4858,4885,5521,5602,5802,5802,6134,6484,5109,4874,5074,3400
279,5600230530,4185,NY,BEAVER FALLS LIBRARY,4295,4439,4439,4439,5488,5488,9060,9469,19878,20116,10116,30116,20268,20472,21023,21445,20196,18696,8308,26795,14573,14573,24660,29406
280,5600231640,5974,NY,CROGHAN FREE LIBRARY,5891,6035,6935,6935,7634,7634,8206,8615,9024,9262,9262,9262,11564,23268,23819,24241,20867,37334,29186,28211,38768,38768,49433,48908
281,5600232800,7634,NY,HARRISVILLE FREE LIBRARY,6468,6621,6621,7721,7925,7925,8928,9361,9794,9746,9746,10246,10395,26095,25036,28550,25037,34637,31415,36193,42815,42815,48800,53136
282,5600233750,30429,NY,LOWVILLE FREE LIBRARY,31941,32728,32728,32728,34267,34267,37395,39631,41866,42222,42221,42221,46016,67829,71208,73666,78031,78031,77082,86562,81755,81755,84043,83170
283,5600234860,1171,NY,OSCEOLA PUBLIC LIBRARY,936,1038,988,1238,823,823,1480,1427,1324,2211,2011,2261,2571,2252,2421,3190,1246,1046,973,1784,1695,1795,1888,2261
284,5600235320,4588,NY,PORT LEYDEN COMMUNITY LIBRARY,4878,5135,5385,5785,6392,6392,8015,8459,8904,8916,8916,9416,11569,11772,12823,19245,15871,15871,20690,19715,19879,19379,21199,19688
285,5600461200,22138,NY,CENTRAL SQUARE LIBRARY,25045,27886,28647,29058,29057,29057,31004,32683,31642,32852,36000,32500,34775,41162,49795,51118,52171,52046,47546,65933,66699,74190,76037,81134
286,5600462430,155135,NY,FULTON PUBLIC LIBRARY,155589,157134,145214,144386,156378,156378,190597,199394,219105,227364,237472,243961,245161,254504,255373,256756,271460,274487,266257,250504,269856,245408,366766,360317
287,5600462780,8939,NY,HANNIBAL FREE LIBRARY,9749,13484,12336,13823,13964,13964,15702,16121,20173,21342,18574,13000,14000,16513,51552,80597,51620,51274,51960,59918,62075,61583,64977,62369
288,5600464050,25175,NY,MEXICO PUBLIC LIBRARY,23270,25929,28231,31070,33728,33728,37161,38088,39201,39804,70856,63572,64123,69675,70069,70414,70693,71140,71442,65442,101442,85368,85477,85412
289,5600464850,9094,NY,COGSWELL FREE LIBRARY,10339,11272,11500,12322,12601,12601,13150,13834,12792,12971,12994,14800,6800,27203,19241,19156,15731,15731,15731,15731,15731,15688,15580,22661
290,5600464960,12585,NY,PARISH PUBLIC LIBRARY,15292,15814,16229,15278,14233,14233,15334,26044,14903,4000,25450,4250,4500,33539,36218,35700,35831,35431,35431,35431,35931,35906,35586,35534
291,5600465110,26115,NY,PHOENIX PUBLIC LIBRARY,52943,50661,51886,51909,52644,52644,43650,63667,52689,54002,55273,67000,67000,74125,74145,71035,59739,78739,84239,92239,78739,93732,88052,87514
292,5600465390,31623,NY,PULASKI PUBLIC LIBRARY,34471,42943,38331,39160,41911,41911,52319,54833,58672,61896,62946,60991,63191,70817,92792,92927,92960,92967,94467,95467,110467,111801,111787,121707
293,5600511090,80341,NY,CANTON FREE LIBRARY,86740,88839,90260,87000,84502,84502,112703,114284,115295,140871,147378,149079,152188,156154,158792,162965,167645,191078,191919,196811,198500,207858,257858,297558
294,5600511635,14264,NY,CLIFTON COMMUNITY LIBRARY,16937,17346,17242,16709,18169,18169,19868,12363,22138,18197,6125,5932,7226,10234,10329,12771,11841,28989,32222,29215,28000,34577,34577,35600
295,5600512040,19699,NY,HEPBURN LIBRARY OF EDWARDS,16908,27898,30248,25560,23260,23260,25773,25937,21205,22038,28583,29147,32212,34370,35778,45654,35764,27359,29148,29698,28787,29362,29949,30548
296,5600512740,2196,NY,HAMMOND FREE LIBRARY,1914,2797,3032,2648,2651,2651,2872,4173,16205,9714,4613,16388,3828,17441,10606,10949,10188,11289,4416,16416,9050,9050,9050,3050
297,5600512890,4911,NY,HEUVELTON FREE LIBRARY,4210,4198,4403,3061,3061,3061,4189,4534,4648,1887,2017,1991,2094,2189,22188,22040,22417,22222,25598,25598,20850,20850,20850,20900
298,5600513970,354377,NY,MASSENA PUBLIC LIBRARY,361526,372195,398288,439123,443414,443414,432794,500935,512330,577500,524529,583467,556701,583718,691473,664440,619045,592482,640142,729992,583068,622068,628756,641644
299,5600514270,9014,NY,MORRISTOWN PUBLIC LIBRARY,8888,8889,9397,8693,8697,8697,9882,8957,9820,4816,9873,10414,17715,30656,31713,32080,32489,32216,36755,36755,34500,32500,43000,43250
300,5600514570,33497,NY,HEPBURN LIBRARY OF NORFOLK,37874,37012,37062,37722,39472,39472,43354,50800,72496,75772,87100,89055,93099,100780,108162,114137,117169,116446,110697,113259,108059,108059,108059,108059
301,5600514740,291426,NY,OGDENSBURG PUBLIC LIBRARY,301489,310249,315123,310430,348840,348840,338418,349354,381262,384519,394341,396475,398108,418011,420273,436880,446940,471337,471418,557931,549752,556273,537066,539516
302,5600515580,3437,NY,RICHVILLE FREE LIBRARY,3264,3219,3316,2845,2190,2190,3245,3439,3844,4192,3808,4329,5578,4961,5313,6586,12786,15460,12096,13881,9750,11700,9700,11200
303,5600515760,4642,NY,RUSSELL PUBLIC LIBRARY,4494,5009,5052,5355,7070,7070,13821,14019,14083,15316,15441,15751,16495,16706,17208,18135,18623,18839,19061,39061,37000,37000,37000,37000
304,5600516690,19281,NY,HEPBURN LIBRARY OF WADDINGTON,20359,23431,21500,23732,24789,24789,29881,30691,32308,38145,40061,48708,64175,64057,55382,67068,58905,59414,61176,62836,60160,60160,60160,50160
305,6000000000,9191874,NY,ONONDAGA COUNTY PUBLIC LIBRARY,8644277,9244233,8760739,8767492,8539235,8539235,9155547,9312625,9614292,8583132,9458159,9581700,9378295,9528045,10211691,10784527,10894619,10540843,10961365,13153649,12917446,12440436,11705711,11883831
306,4200260850,634848,NY,BRIGHTON MEMORIAL LIBRARY,658700,743435,768620,800535,836085,836085,1085795,1118915,1189495,1240170,1323695,1384360,1427515,1501020,1578685,1628995,1682870,1779505,1805920,1807325,1885895,1943480,1973920,1936430
307,4200260880,277301,NY,SEYMOUR LIBRARY,241878,237973,246092,266857,273146,273146,356995,378757,342757,352000,352000,359040,369812,380906,392333,419796,432390,432427,441259,450083,461335,469322,476490,479968
308,4200261330,273024,NY,CHILI PUBLIC LIBRARY,275973,326440,339592,335288,378505,378505,446506,554660,596041,666563,679122,723330,792825,838000,860012,893378,905378,917378,985033,1033350,1054017,1071514,1092944,1103873
309,4200261350,25000,NY,NEWMAN RIGA LIBRARY,30000,40000,45000,45000,48500,48500,53500,57000,61000,65000,100000,100000,100000,100000,103000,106000,106000,106000,106000,109000,115000,118000,120000,123000
310,4200261940,55325,NY,EAST ROCHESTER PUBLIC LIBRARY,105325,127353,131653,141633,113003,113003,167288,160538,171138,174988,205235,212150,199083,182150,180050,180697,157197,175539,183489,191663,190450,184675,191990,178344
311,4200262190,837294,NY,FAIRPORT PUBLIC LIBRARY,837294,933332,1015152,1158755,1236661,1236661,1439095,1518735,1706461,1787640,1793245,1790648,1811221,1882502,1949045,2024697,2101692,2184570,2269212,2351819,2417695,2458167,2497651,2527927
312,4200262460,789986,NY,GATES PUBLIC LIBRARY,813686,858099,884143,914778,923926,923926,980193,1009599,1039887,1071084,1092506,1114358,1136645,1136645,1129277,1151759,1184565,1221901,1244403,1430883,1503911,1571832,1661009,1723228
313,4200262620,781663,NY,GREECE PUBLIC LIBRARY,949011,1069705,1011236,1089630,1171883,1171883,1328850,1464608,1559638,1720864,2088137,2137097,2381347,2583897,2631492,2720927,2890336,3096185,3203087,3288939,3256813,3322475,3072586,2885328
314,4200262860,530908,NY,HENRIETTA PUBLIC LIBRARY,626845,626845,645650,656000,659500,659500,691200,771066,801481,800956,807002,903425,968600,938775,975229,975229,993947,1025686,1035943,1058166,1092074,1150631,1132268,1132268
315,4200262970,216071,NY,PARMA PUBLIC LIBRARY,250321,260027,288200,267476,258683,258683,304532,306745,313464,329351,338845,362936,396740,409011,429645,436283,438082,446432,402180,446490,470750,449031,483932,503213
316,4200263180,732018,NY,IRONDEQUOIT PUBLIC LIBRARY,768047,833640,928569,1070162,1228708,1228708,1282303,1287080,1308815,1356888,1321446,1416216,1431201,1468651,1529988,1576486,1520981,1674285,1614467,1644640,1672212,1735805,1788194,2100623
317,4200265020,588697,NY,PENFIELD PUBLIC LIBRARY,645593,709349,704041,715552,789601,789601,846734,900128,1026336,1079094,1098279,1222685,1291541,1340551,1421180,1437299,1452797,1567636,1604324,1625955,1687614,1707185,1730914,1733169
318,4200265610,8023215,NY,ROCHESTER PUBLIC LIBRARY,7859180,7974799,8655930,9035459,9545051,9545051,10154810,10443119,10921133,11023481,10433115,10401085,10584961,10619649,10843885,10753767,11092305,11585466,11667360,11180683,11563884,12328636,11784124,11900966
319,4200265740,46840,NY,RUSH PUBLIC LIBRARY,49740,56319,59289,64458,63610,63610,65509,64105,76404,86582,102217,115907,133081,146332,151595,151769,158227,156259,136276,157425,172898,179068,181728,183261
320,4200266900,508720,NY,WEBSTER PUBLIC LIBRARY,569845,616109,631116,679135,704539,704539,755789,793465,828317,1069093,1310956,1449363,1460628,1570661,1625000,1656967,1693145,1799907,1825972,1825495,1878600,1883473,1976192,2026311
321,7200441320,144720,NY,CHESTER PUBLIC LIBRARY,159000,180809,196501,213738,222228,222228,234146,246312,306552,339130,399270,414737,509076,557277,603513,566345,565387,561749,533933,523801,496615,505537,432571,462847
322,7200441600,330405,NY,CORNWALL PUBLIC LIBRARY,331000,353604,368460,409419,429858,429858,449731,466949,542435,565803,547178,592934,693150,731809,774136,814374,836897,872339,913210,986682,1014254,1055295,1110831,1130794
323,7200442290,31200,NY,FLORIDA PUBLIC LIBRARY,31200,31200,31200,31200,57670,57670,95142,95142,146150,226735,244399,246188,253623,254193,258876,268808,278064,294394,312579,321717,336548,361304,391503,413211
324,7200442680,206182,NY,GREENWOOD LAKE PUBLIC LIBRARY,219859,282530,339874,344745,344747,344747,344647,369675,405736,405756,469343,504147,504147,527602,572615,572664,644534,660181,659351,663165,676236,689445,699514,748511
325,7200442930,87191,NY,HIGHLAND FALLS LIBRARY,88431,93803,106727,108607,111865,111865,118678,128650,146500,152692,164712,175884,180807,190004,198414,201257,205855,200204,203300,212542,221000,221113,235572,236165
326,7200442940,95660,NY,WOODBURY PUBLIC LIBRARY,172101,173500,214182,189711,231264,231264,271910,288345,327359,366648,373589,468286,470325,530934,530692,556316,556316,556316,568460,568981,567655,569300,511733,662179
327,7200444190,205000,NY,MONROE FREE LIBRARY,205000,250000,250000,250000,260000,260000,322688,378022,378022,517827,685389,846772,925533,931253,1014048,1020166,1002997,1062396,1056825,1062219,1084689,1108084,1131543,1162184
328,7200444200,25400,NY,MONTGOMERY FREE LIBRARY,10500,19700,27900,12000,23460,23460,24776,25076,28400,31240,37443,39638,58744,44221,48529,58241,54047,50000,53000,54028,58000,55000,57561,33154
329,7200444490,1589822,NY,NEWBURGH FREE LIBRARY,1600004,1631640,1704130,1806187,1857396,1857396,2006345,2104656,2209888,2212490,2333000,2698146,2937830,3084772,3323788,3490083,3663185,3651095,3705861,3854095,3967324,4181560,4414750,4803345
330,7200445310,264000,NY,PORT JERVIS FREE LIBRARY,300000,333993,357088,372700,395200,395200,631550,624100,598950,637450,690770,562734,600540,677694,700699,718177,824884,886648,897350,922351,987574,992693,1013247,1021109
331,7200446540,183750,NY,TUXEDO PARK LIBRARY,190000,199500,200000,200000,230000,230000,269350,286100,306392,325600,342632,340834,371564,395137,416237,432081,445795,457571,470452,477956,482470,490744,504468,515282
332,7200446710,94502,NY,JOSEPHINE-LOUISE PUBLIC LIBRARY,77767,110237,118431,142625,162183,162183,164715,176852,210533,210533,237058,252558,292596,296700,345830,347154,378071,410526,410163,409986,426107,441695,465168,475900
333,7200446790,253365,NY,ALBERT WISNER PUBLIC LIBRARY,296673,366704,374876,374876,411987,411987,429619,436393,454578,472225,495151,529640,565633,726527,761395,797760,855059,886817,956906,1104734,1126424,1148321,1238276,1337872
334,7200500700,260261,NY,BLAUVELT FREE LIBRARY,277841,301175,326727,354916,372081,372081,438865,489386,535490,584538,638556,697913,763120,806207,855686,896220,896220,921757,920960,921518,835445,755158,737379,751071
335,7200504320,811057,NY,NANUET PUBLIC LIBRARY,903507,674601,1327962,1049500,1163270,1163270,1273945,1339800,1426100,1559292,1659832,1890481,1996690,2016425,2089725,2101050,2165200,2202878,2295800,2398600,2454000,2772850,2812300,2857250
336,7200504710,704800,NY,NYACK LIBRARY,854800,854900,966900,966900,1024900,1024900,1095199,1285348,1351082,1402722,1458425,1584275,1738220,1894660,2043864,2155255,2303968,2407647,2515991,2635501,2714302,2787588,2856999,2901325
337,7200504810,205560,NY,ORANGEBURG LIBRARY,218650,236061,255167,276194,285650,285650,334285,348779,377253,365478,492067,487273,531446,560633,594149,630063,630063,647615,647615,646375,587106,532026,532026,542244
338,7200504940,151121,NY,PALISADES FREE LIBRARY,159775,171277,185166,199193,208964,208964,249110,279295,303503,329352,357822,389105,423470,446178,472255,493618,493618,507077,507063,506294,460862,419264,419282,419279
339,7200505000,974619,NY,PEARL RIVER PUBLIC LIBRARY,976509,1010407,1093971,1072065,1207677,1207677,1255780,1365146,1421930,1487481,1551403,1651718,1623665,1828681,1797498,1907792,1880893,1895540,1941878,1998698,2042208,2129009,2220904,2250127
340,7200506125,164814,NY,SLOATSBURG PUBLIC LIBRARY,164204,210411,204612,202282,199754,199754,303844,296666,221842,247640,246332,274970,291947,302646,309680,325690,336047,344998,355738,361818,369053,371031,376025,376648
341,7200506240,2766264,NY,FINKELSTEIN MEMORIAL LIBRARY,2766264,3089937,3333834,3614458,3488494,3488494,3957857,4235349,4328641,4609082,4656005,5546317,5597522,5826041,5191813,6082160,6782160,6994528,6398797,7076013,6909448,7049858,7301666,7435151
342,7200506350,75000,NY,ROSE MEMORIAL LIBRARY ASSOCIATION,80000,85000,87500,92500,93500,93500,94000,109000,309000,309000,309002,310000,310000,385000,385000,400000,455000,455000,455000,455000,455000,455000,455000,455000
343,7200506360,578700,NY,SUFFERN FREE LIBRARY,655117,699438,774984,960225,937347,937347,963123,1730800,1730009,1901704,1948673,2016807,2217136,2337932,2444952,2517841,2597766,2662327,2720855,2785908,2841420,2908057,2908057,2955588
344,7200506400,261226,NY,TAPPAN LIBRARY,278891,302332,328068,356370,370284,370284,436653,469332,511245,557869,609215,665638,727622,768579,815612,854143,854143,878417,878327,878376,794152,719967,720058,733545
345,7200506460,84828,NY,TOMKINS COVE PUBLIC LIBRARY,89834,92363,91599,92099,93104,93104,109667,135640,133438,133438,133438,145985,197685,166385,158187,189030,169430,169430,169430,169430,169430,193358,177131,200000
346,7200506620,654300,NY,VALLEY COTTAGE FREE LIBRARY,785100,785100,875100,875100,924810,924810,965833,1172056,1161238,1217220,1319044,1406193,1516875,1599558,1688222,1763398,1854407,1854407,1925698,2069785,2137723,2215897,2224092,2265254
347,7200506970,326351,NY,WEST NYACK FREE LIBRARY,407745,387450,474520,477900,635500,635500,709536,612476,754707,755165,672097,776445,822714,904571,893345,948055,987060,1080114,1054704,1069010,1089991,1294057,1152898,1175956
348,7200592060,9067,NY,SUNSHINE HALL FREE LIBRARY,4500,9000,9000,11000,11000,11000,13700,21972,13500,13500,15500,17000,18500,21000,24352,27227,38666,19166,31624,32392,34214,35714,36500,36720
349,7200592580,30000,NY,DANIEL PIERCE LIBRARY,30000,30000,45000,52500,59500,59500,99500,116772,122500,125000,137000,295000,294500,295625,295727,295727,295666,295666,295549,374892,382194,388324,393657,407333
350,7200593590,113731,NY,LIBERTY PUBLIC LIBRARY,117011,121814,124570,127950,0,0,145278,147550,153250,156000,160680,160680,165500,179000,198625,239455,324568,335470,358034,365698,370082,376504,382551,382963
351,7200593690,17000,NY,LIVINGSTON MANOR FREE LIBRARY,17000,47500,5000,37500,37500,37500,45000,102272,60000,60000,60000,60000,60000,71125,70727,73316,76880,79161,76549,3142,85214,197714,2000,111865
352,7200595670,5000,NY,ROSCOE FREE LIBRARY,8500,9000,7500,2500,17500,17500,15000,17272,20000,23500,21951,27809,2500,63625,36727,39727,39666,41666,43549,45392,47214,49214,48700,50718
353,7200621630,11134,NY,CRAGSMOOR FREE LIBRARY,11194,8405,10327,10327,11005,11005,15528,16560,17058,17192,18149,18149,17110,14349,13000,13000,10500,13000,13000,13000,13000,15000,15000,15000
354,7200626720,26219,NY,WALLKILL PUBLIC LIBRARY,28340,31480,34203,38673,39370,39370,122784,124207,125933,121584,133515,143030,149544,153078,160000,200000,200000,225000,250000,277500,319125,325508,335273,337720
355,7600521570,23084,NY,CORINTH FREE LIBRARY,25046,26600,28130,28657,29157,29157,31710,32710,30672,38816,50892,52123,62169,66873,77468,83000,83000,83000,83000,83000,84000,84000,84500,85500
356,7600632510,556879,NY,CRANDALL PUBLIC LIBRARY,622971,657193,728949,726704,800446,800446,942585,1023740,1113254,1171925,1233257,1295259,1401710,1514234,1652808,2586221,2954224,3022476,3109052,3174311,3236825,3295543,3341438,3409040
357,7600642000,8935,NY,EASTON LIBRARY,11435,11435,11555,11555,13355,13355,15455,17555,13055,22055,18572,18606,20500,21500,22350,18750,29491,29499,39993,30498,22500,64487,66496,66487
358,8000580160,94500,NY,AMAGANSETT FREE LIBRARY,131625,173375,107000,108000,145000,145000,165000,255000,225000,387000,408000,636084,665501,692479,705970,725575,768902,813147,860932,880829,890851,904691,924986,942861
359,8000580190,603645,NY,AMITYVILLE PUBLIC LIBRARY,628009,721414,874956,938084,1029379,1029379,1191816,1316002,1437123,1512804,1619142,1692509,1806085,2112712,2052109,2187324,2265235,2315955,2419860,3244752,2584831,2927549,2740417,2790774
360,8000580735,2247890,NY,CONNETQUOT PUBLIC LIBRARY,2371794,2481230,2553821,2672829,2768557,2768557,3043727,3423225,3671757,4049246,4108385,4347275,4435910,4590282,4823170,4966095,5076428,5133870,5268376,5408924,5511159,5645159,5726050,5806150
361,8000580800,2699554,NY,BRENTWOOD PUBLIC LIBRARY,3057760,3128081,3199867,3051481,3353687,3353687,3584378,3650726,3802737,3874367,4088448,4043671,4389850,4409951,4758765,5487437,5807869,5999820,6203066,6997572,6944375,7133939,7166001,7299166
362,8000580910,236000,NY,BROOKHAVEN FREE LIBRARY,255000,270000,283000,297500,326500,326500,358840,373210,391091,413776,422006,461657,497038,532204,584736,618791,649577,655795,664880,726062,743097,868928,790486,884512
363,8000580995,7135,NY,BAITING HOLLOW FREE LIBRARY,7235,7647,7742,7750,7943,7943,8900,9000,9000,9400,9500,0,21700,11000,11100,11200,11300,11400,11500,20494,11700,11800,11900,12125
364,8000581180,658364,NY,CENTER MORICHES FREE PUBLIC LIBRARY,646502,702909,737103,775497,816857,816857,919790,963573,1044970,1186095,1544721,1700653,1796070,1935410,2112106,2372964,2436515,2534203,2503087,2647992,2971405,3064644,3228588,3444253
365,8000581185,5799900,NY,MIDDLE COUNTRY PUBLIC LIBRARY,5992679,5992679,6122400,6263300,6466800,6466800,6966900,7309400,8485800,8904200,9698900,10459800,10965575,11505218,12038808,12426403,12867291,13091497,13345210,13677655,13943140,14199524,14457500,14656196
366,8000581550,1266001,NY,COPIAGUE MEMORIAL PUBLIC LIBRARY,1442700,1442735,1585000,1667103,1665792,1665792,2066929,2168748,2350018,2515549,2590972,2719781,2910017,2910026,2910000,2910038,3109812,3172008,3267000,3365000,3449000,3533000,3595000,3674000
367,8000581710,802214,NY,DEER PARK PUBLIC LIBRARY,823798,881079,1022634,1181476,1267172,1267172,1620228,1785994,1935117,2041366,2188733,2336376,2431953,2560641,2717178,2861853,2984567,3036140,3237353,3367517,3420089,3127054,3137182,3175618
368,8000581900,200000,NY,EAST HAMPTON LIBRARY,200000,250000,350542,350291,350231,350231,400230,523822,523426,521730,645670,779032,903730,1082130,1081378,1081437,1078000,1184550,1255723,1255723,1375442,1497999,1602199,1676400
369,8000581920,1376190,NY,EAST ISLIP PUBLIC LIBRARY,1406900,1414990,1509330,1641203,1759791,1759791,1800761,1836541,1877365,1924065,2647941,2727092,2890291,2990941,3109929,3230191,3360518,3478453,3550677,3643722,3699650,3769664,3823895,3874609
370,8000582645,1528925,NY,HARBORFIELDS PUBLIC LIBRARY,1642355,1724240,1806010,1852439,1943463,1943463,2116689,2356129,2645995,2758547,3442319,3434362,3481760,3765484,3914112,4097260,4255202,4281274,4360907,4472520,4552724,4642653,4715205,4782814
371,8000582650,156582,NY,FLOYD MEMORIAL LIBRARY,163531,172057,195452,213362,380673,380673,467929,497782,515368,538720,585510,657466,723859,787674,810822,836511,861873,856873,856873,899737,924798,971931,990958,1028340
372,8000582760,372099,NY,HAMPTON BAYS PUBLIC LIBRARY,394780,422072,455956,492771,523742,523742,584849,814568,854175,867594,949729,1054570,1013822,1126103,1299661,1364000,1452283,1562279,1689254,1755439,1790496,1808402,2116094,2166761
373,8000582980,2789616,NY,SACHEM PUBLIC LIBRARY,2995599,3231683,3309210,3396489,3496261,3496261,3638892,4045500,4535716,5095490,5651185,6146385,6686502,7287249,7796750,8177550,8505042,8648098,8786968,8983740,9162336,9305903,9473154,9686774
374,8000583120,1820605,NY,SOUTH HUNTINGTON PUBLIC LIBRARY,1850705,1905110,1948386,2015400,2102789,2102789,2288367,2458339,2554974,2649258,3122219,4496262,4702544,4933931,5105876,5258114,5329662,5361667,5411841,5558455,5653503,5750401,5780976,5833826
375,8000583220,1027751,NY,ISLIP PUBLIC LIBRARY,1081559,1310974,1297402,1377543,1450626,1450626,1609323,1684505,1769302,1884422,2025547,2162521,2303792,2441422,2564157,2674319,2812692,2901569,3010345,3130468,3209819,3312931,3362590,3427340
376,8000583610,2019500,NY,LINDENHURST MEMORIAL LIBRARY,2065380,2161390,2251390,2263034,2273558,2273558,2326545,2366743,2399150,2485923,2671911,2986250,3385544,3573340,3725788,3872484,4004541,4004276,3973373,4120634,4167544,4248257,4306877,4366830
377,8000583980,353168,NY,MATTITUCK-LAUREL LIBRARY,353168,368249,384192,404271,423846,423846,482826,652584,689496,741642,817553,860884,909225,965678,1026150,1097055,1133822,1169297,1202599,1238454,1292140,1295433,1329388,1350148
378,8000584195,132550,NY,MONTAUK LIBRARY,153000,153000,153000,166983,175498,175498,259420,273370,284464,338631,382963,404220,445854,474661,525421,584936,584985,678411,689754,699162,684800,712705,754607,801980
379,8000584580,1190645,NY,NORTH BABYLON PUBLIC LIBRARY,1272602,1413845,1447475,1447475,1504873,1504873,1650910,1718492,1810016,1899200,1995840,2112290,2233717,2352929,2463307,2548937,2638332,2711523,2757045,2763595,2814590,2879773,2923478,2972085
380,8000584970,3305818,NY,PATCHOGUE-MEDFORD LIBRARY,3619857,3956222,4306141,4377965,4377965,4377965,4560366,4783725,4974146,5271530,5637006,5969661,6292422,6621963,6876526,7131564,7404693,7547908,7721360,7893879,8070581,8208726,8352483,8478338
381,8000585290,1385574,NY,PORT JEFFERSON FREE LIBRARY,1420707,1489929,1579232,1626527,1690521,1690521,2104327,2216629,2185168,2365358,2292457,2443800,2940344,3125586,3238496,3422054,3446602,3619175,3729874,4001400,4053375,4208658,3704587,3992782
382,8000585300,2417841,NY,COMSEWOGUE PUBLIC LIBRARY,2390805,2411124,2470182,2506317,2545779,2545779,2698569,2940885,3180600,3391904,3785853,4178892,4549662,4758165,4979694,4794673,4908143,5038342,5080499,5083596,5176891,5152262,5303914,5344510
383,8000585430,55000,NY,QUOGUE LIBRARY,55000,65000,69564,76098,76428,76428,84575,105787,114480,241585,308772,316992,384248,403930,474700,516530,591348,589535,609415,629338,659403,680620,715732,722242
384,8000585600,1026806,NY,RIVERHEAD FREE LIBRARY,1087434,1104643,1160521,1302735,1422358,1422358,1531023,1595201,1777022,1942005,2104427,2209490,2263220,2430659,2524838,2665069,2820550,2884407,3006130,3176125,3236966,3430620,3485349,3452847
385,8000585900,847788,NY,SAYVILLE LIBRARY,905660,956024,1025349,1073700,1148014,1148014,1481025,1622153,1759041,1895009,1961200,2048498,2268742,2366216,2410692,2476598,3664995,3437756,3434546,3503400,3583287,3645826,3697189,3766706
386,8000586200,711873,NY,ROGERS MEMORIAL LIBRARY,766695,834538,904654,973757,987200,987200,1440800,1745972,2114595,2806562,2798079,3032695,3657666,2950481,3487965,3611729,3757601,3890735,3952399,4088793,4170311,4254997,4312565,4366702
387,8000586210,150000,NY,SOUTHOLD FREE LIBRARY,188000,220000,265000,301000,330000,330000,408000,444000,454000,476000,500350,519500,550000,596000,650000,680000,715250,735992,765052,780360,795965,406427,823487,838160
